,r5_18,r5_19,r5_20,r7_18,r7_19,r7_20,r14_18,r14_19,r14_20,18,19,20
2020-01-01,,,,,,,,,,,116.33064811689536,101.54042225281474
2020-01-02,,,,,,,,,,,45.38386254706593,144.89293303756426
2020-01-03,,,,,,,,,,,55.92682143377099,120.66499859407796
2020-01-04,,,,,,,,,,,72.35896831845422,123.77582758950741
2020-01-05,,86.66877794700068,122.8502727803052,,,,,,,,143.3435893188169,123.37718242756166
2020-01-06,,75.53073945571978,128.02267035754608,,,,,,,,60.64045566049087,127.40241013901917
2020-01-07,,96.81712308848623,118.83704088951148,,92.25716087234177,120.08836567684806,,,,,151.8157807108982,98.96478569739122
2020-01-08,,99.76127246536413,126.12211661900537,,85.73100661537966,128.0240735323813,,,,,70.64756831816042,157.09037724154746
2020-01-09,,93.94617231287373,145.39508695521744,,85.43095018808484,138.7737515656675,,,,,43.28346755600223,220.14067927056777
2020-01-10,,84.62532794352633,142.78383511877982,,91.26131390784325,137.2960265158526,,,,,96.73936747207988,110.32092324537345
2020-01-11,,109.35638564201797,140.11922000605634,,107.25228188419965,135.91081322812323,,,,,184.2957441529491,114.07933457540182
2020-01-12,,92.99242849557557,152.24771153030267,,96.77405412132384,141.08653621256056,,,,,69.99599497868616,159.60724331862284
2020-01-13,,112.47922618933163,185.07392025058635,,112.12278285367383,168.77496631312437,,,,,168.08155678694078,321.22142084296587
2020-01-14,,114.3343614211071,163.27488721480614,,97.94326328281402,170.5150703694494,,95.10021207757792,145.30171802314874,,52.55914371487966,111.14551409166674
2020-01-15,,118.21909286555851,165.12119005830877,,104.44547133655351,165.15250754392642,,95.0882389759666,146.58829053815387,,116.16302469433688,119.55243746288659
2020-01-16,,100.46528401167511,185.74877500790993,,111.90879024048635,164.7348761229036,,98.66987021428561,151.75431384428552,,95.52669988353202,217.21725932340757
2020-01-17,,119.27045320577504,177.42193007373646,,121.52057216578721,165.82803260895815,,106.39094303681523,151.56202956240534,,164.02184094918587,117.97301864775561
2020-01-18,,109.343962009575,132.59962646393916,,112.11390883050026,163.4038280687549,,109.68309535734996,149.65732064843908,,118.44910080594047,97.1099027939793
2020-01-19,,114.67693657488776,131.2456059653214,,113.4321976251799,155.51356639446277,,105.10312587325188,148.30005130351168,,79.22401654144362,104.37541159857786
2020-01-20,,111.64781539579565,129.77139256775234,,103.85160648402783,125.65070205618784,,107.98719466885082,147.2128341846561,,101.01741879887628,112.18137047504123
2020-01-21,,113.64388412213043,115.59663230038355,,111.41559216978872,130.67897975545887,,104.67942772630138,150.59702506245412,,105.50704351520595,146.34345798656378
