date,r5_18,r5_19,r5_20,r7_18,r7_19,r7_20,r14_18,r14_19,r14_20,18,19,20
06-07-2020,53.9686751,40.82547324,29.66842416,50.74386242,38.26022755,32.54748565,50.97294188,48.11002437,38.31145381,38.15906194,31.55138549,18.03277814
07-07-2020,50.70938923,37.80715265,29.49560627,50.01492603,36.11674607,31.66972047,50.48854839,46.35304586,34.2647947,41.6953511,18.09224473,27.28089456
08-07-2020,50.66506606,36.24787111,35.85198953,50.27597207,34.38065798,35.26131958,48.41830844,43.43475077,35.92054976,40.39307785,18.44499493,65.6133263
09-07-2020,47.24904301,30.38004025,35.85198953,48.990004,33.97305907,36.71915028,48.57184115,40.30983546,34.61846193,,30.33065528,
10-07-2020,34.35977243,24.60482011,31.36869059,45.08615485,35.26166847,31.59114429,46.65100189,40.38479738,31.44322438,17.19159881,,14.54776335
11-07-2020,32.82013118,32.88118584,33.09117495,39.69804464,36.09284162,30.47973951,45.30552888,40.60034891,30.78478981,32.00049696,64.65684843,24.92271559
12-07-2020,32.1681622,43.76156964,33.69133382,34.7545103,37.44831813,30.013168,43.67052091,40.83559148,31.58919824,39.08747516,61.61377991,29.68153005
13-07-2020,34.65613936,43.5278593,30.24726984,36.78549773,35.10811281,35.64721671,44.30154025,36.80540536,34.23824804,50.34498649,17.51015358,51.83707039
14-07-2020,36.242191,41.16959166,31.90107897,36.93400548,35.57566948,37.51978686,43.97757809,35.86701841,34.59475366,42.5863976,20.89758474,38.51631545
15-07-2020,43.30471223,41.16959166,34.37207035,38.95252666,39.00180439,31.06801919,45.04976649,36.30613565,33.16466939,52.50420493,,26.90272028
16-07-2020,50.45962941,32.79614872,34.22445873,43.07003469,39.16828866,30.0846818,45.80232821,36.13773807,32.84904366,67.77508284,31.16307667,24.18465746
17-07-2020,55.94934337,29.23406806,38.64642137,50.11924128,40.53448343,35.40519321,47.79627831,37.89807595,33.81600616,66.53604499,47.36545727,51.79134327
18-07-2020,58.74082704,33.14203956,41.34014769,54.73379955,35.71001043,41.17419127,47.79422036,35.91882744,36.23829046,64.30240486,,65.30570199
19-07-2020,60.70761928,49.19107029,45.44376167,56.63849722,37.19618984,45.36745632,46.53819556,37.33371436,38.28086171,52.4203588,69.04467692,59.03438537
20-07-2020,63.69997432,44.98199129,45.7353786,59.08435345,40.16510998,42.0137041,48.79257388,37.40674789,39.0753253,67.4659801,32.3547543,28.3608049
21-07-2020,60.31022457,46.99469896,46.64097877,60.26148723,43.8283745,40.61318166,49.49495719,39.32689903,39.18546098,50.82633411,39.21390733,28.71265834
22-07-2020,59.89101312,48.49836634,43.94243526,61.96659906,45.42033322,42.24116814,51.34471949,42.50282011,37.08433016,64.43998773,53.38012682,38.29862569
