date,r5_18,r5_19,r5_20,r7_18,r7_19,r7_20,r14_18,r14_19,r14_20,18,19,20
2020-01-01,,,,,,,,,,,20.713433412671062,77.0269908930608
2020-01-02,,,,,,,,,,,,
2020-01-03,,,,,,,,,,,,17.118927998451593
2020-01-04,,,,,,,,,,,-13.331837647378578,18.275010292912217
2020-01-05,,2.326927519460427,34.332609750299326,,,,,,,,-0.40081320691120353,24.90950981677271
2020-01-06,,-7.489250280251734,18.544402931533575,,,,,,,,-8.735099986465421,13.874163617997787
2020-01-07,,-5.715603613976575,20.820385764384255,,-0.42979620864704826,30.18815328583035,,,,,-0.39466361515110093,29.924317095786975
2020-01-08,,-4.476558880809377,21.66422408206573,,-4.476558880809377,20.906674734796706,,,,,0.4796200518594146,21.338119586858955
2020-01-09,,1.046308288284597,20.38800957702702,,-1.350049367659265,19.619140882356987,,,,,14.282498198091297,11.893937767718668
2020-01-10,,4.131345262533732,20.930422680575955,,0.9891536369112688,21.11951907322353,,,,,15.024371664334472,27.621575334517388
2020-01-11,,5.07894031233825,22.694487446220496,,2.322684052616375,21.593603869942083,,,,,-3.9971247374428334,
2020-01-12,,5.301134629470744,12.723727520567818,,2.482272792248171,15.782231799342673,,,,,0.7163079705113694,-9.958722606823734
2020-01-13,,7.0306019934774096,9.852263498470775,,5.033995200585052,16.16384543561165,,,,,9.12695687189274,
2020-01-14,,5.972156164934226,11.794436476759115,,6.3746998678031215,13.72307335697099,,3.539493169282217,22.70402604543973,,8.990269055375387,17.72045670258369
2020-01-15,,6.675266411733199,3.150123423752314,,8.954743131584538,9.7931766746986,,3.3583672930870727,15.855084707479385,,18.53992289832933,1.6886361754969863
2020-01-16,,7.265421249905879,10.314988500629827,,6.764907596631575,13.77630586740734,,3.019542843881957,17.184626292794633,,-1.0463505465794296,31.809583731262368
2020-01-17,,13.30524336665415,15.786267250466748,,9.035057152334184,10.637269279008652,,5.0121053946227265,16.751914992300666,,30.915418554252724,11.92639239252395
2020-01-18,,11.580396373567545,16.683529772071036,,9.677892387177405,12.243154375588574,,6.0002882198968885,16.918379122765327,,0.502721906459718,20.27257985848819
2020-01-19,,10.75132667414803,19.815537255932284,,10.267694185429752,19.466357163707517,,6.374983488838962,17.624294481525098,,4.844920558277809,33.380494121889924
2020-01-20,,7.85210339720264,26.57865860052511,,9.54152984853113,21.757483697243746,,7.28776252455809,19.426801088230373,,4.043806513602378,35.50424289846111
2020-01-21,,10.076716883148157,27.36355187827822,,9.633406647390421,24.33085418545006,,7.878718381458797,19.91094550691712,,,35.73405012002791
2020-01-22,,4.440234474744525,31.78305989192159,,7.938334317775232,28.950182226199182,,8.485631371364857,20.968096579740607,,8.369488920638192,34.02393246074082
2020-01-23,,6.6533181892463,35.895159242919334,,9.671902202949605,30.239252637944116,,8.106597414932205,23.379691483553795,,9.35505676446682,40.83307661347692
2020-01-24,,7.25611739956913,35.78187158526182,,5.423198932688984,33.223204558098175,,7.530116227482018,23.81239819181087,,,32.81405583360234
2020-01-25,,10.675225635628772,32.72785161733835,,8.1828807957533,33.2177135867204,,9.054970890750695,23.53714779696725,,14.301131221781302,20.234143058843795
2020-01-26,,9.902874350008007,24.11143704356699,,8.731060782726882,27.39935403376057,,9.62743026763689,23.73797086296685,,7.58582049314571,-7.348022748828907
2020-01-27,,9.674258185720785,9.771122171608374,,9.413304332704268,16.944799062687228,,9.488102550269938,19.351141379965487,,7.455024263489306,-37.677641899052276
2020-01-28,,13.077827985845982,1.753091047540521,,11.67264293808149,11.946066330274334,,10.653024792735955,18.1384602578622,,22.969335964967605,0.7429209931376537
2020-01-29,,11.701518172564079,-3.5001417363303653,,11.310441271214536,8.020917680775346,,9.624387794494883,18.485549953487265,,6.19627891943647,6.547891914247909
2020-01-30,,12.144427716688668,-5.621443466479174,,12.503878300870774,3.562997365721468,,11.08789025191019,16.901125001832796,,16.515678942404254,9.627634408099759
2020-01-31,,13.284079522574409,-4.785775854731555,,12.503878300870774,-1.5775369948061262,,9.285387678969961,15.822833781646025,,,-3.169684690090817
2020-02-01,,19.13662460248812,4.756449749830414,,15.264557194431248,-3.034773699818447,,12.045613376850362,15.09146994345098,,30.865204583144152,10.033486123757559
2020-02-02,,17.98534212187894,6.2534750414201525,,17.060954785995445,-0.8096208141162656,,13.274639329964277,13.294866609822153,,18.364206042530885,8.228047451086356
2020-02-03,,21.915029856026432,7.200439985781578,,18.982140890496673,6.184716119470494,,14.197722611600469,11.564757591078862,,,11.282716636055033
2020-02-04,,24.029260408831888,9.060545026616229,,18.959947817667278,8.782607350775544,,14.985054246984118,10.364336840524938,,22.85837060082063,18.928159612273003
